275222968;41.18861;-8.302689;-0.1449092;0.7188768
276949526;41.18768;-8.303438;-0.1449223;0.7188606
276949524;41.18819;-8.302903;-0.144913;0.7188696
276949525;41.18797;-8.303101;-0.1449164;0.7188657
276949530;41.18609;-8.304783;-0.1449458;0.7188329
276949537;41.18176;-8.306654;-0.1449785;0.7187572
276949538;41.18158;-8.306654;-0.1449785;0.7187542
276949539;41.18137;-8.306585;-0.1449773;0.7187504
276949540;41.18044;-8.306242;-0.1449713;0.7187343
276949541;41.18026;-8.306208;-0.1449707;0.7187312
276949544;41.17757;-8.306499;-0.1449758;0.7186843
276949546;41.17389;-8.306062;-0.1449681;0.7186199
276949548;41.1722;-8.305487;-0.1449581;0.7185904
276949624;41.16659;-8.305349;-0.1449557;0.7184926
276949625;41.16617;-8.305418;-0.1449569;0.7184852
276949626;41.16506;-8.305607;-0.1449602;0.7184659
276949633;41.1568;-8.302663;-0.1449088;0.7183216
276949527;41.18679;-8.304379;-0.1449388;0.718845
276949528;41.18655;-8.304602;-0.1449426;0.7188408
276949529;41.1863;-8.304721;-0.1449447;0.7188365
276949531;41.18495;-8.305079;-0.144951;0.718813
276949635;41.1556;-8.301893;-0.1448954;0.7183007
276950093;41.14944;-8.298689;-0.1448395;0.7181932
276950098;41.14749;-8.297865;-0.1448251;0.7181592
276950099;41.14729;-8.297745;-0.144823;0.7181557
276950107;41.14465;-8.295985;-0.1447923;0.7181097
276950109;41.13937;-8.2942;-0.1447611;0.7180175
276950116;41.13025;-8.293839;-0.1447548;0.7178582
276950120;41.12345;-8.294801;-0.1447716;0.7177396
276950122;41.12299;-8.294732;-0.1447704;0.7177316
276950123;41.11967;-8.293745;-0.1447532;0.7176737
276950124;41.11917;-8.293599;-0.1447506;0.7176648
276950134;41.11492;-8.292947;-0.1447392;0.7175907
276950135;41.11456;-8.292895;-0.1447383;0.7175845
276950136;41.11248;-8.292775;-0.1447362;0.7175481
276950137;41.11226;-8.292792;-0.1447365;0.7175444
276950140;41.11081;-8.293187;-0.1447434;0.717519
276950141;41.11061;-8.293282;-0.1447451;0.7175155
276950143;41.11019;-8.293702;-0.1447524;0.7175082
276950144;41.11;-8.293831;-0.1447547;0.7175049
276950546;41.10048;-8.292337;-0.1447286;0.7173387
276950547;41.09981;-8.292423;-0.1447301;0.7173271
276950581;41.09544;-8.293084;-0.1447416;0.7172507
276950540;41.10583;-8.292293;-0.1447278;0.7174321
276950541;41.10386;-8.291707;-0.1447176;0.7173977
276950543;41.10375;-8.291704;-0.1447175;0.7173958
276950544;41.10272;-8.291914;-0.1447212;0.7173778
276950545;41.10147;-8.292184;-0.1447259;0.7173559
276950548;41.0989;-8.292587;-0.144733;0.7173111
276950549;41.09869;-8.292604;-0.1447333;0.7173074
504928321;41.18789;-8.303189;-0.144918;0.7188642
504928327;41.18458;-8.300398;-0.1448693;0.7188065
504928330;41.18563;-8.300741;-0.1448753;0.7188248
504928331;41.1859;-8.30111;-0.1448817;0.7188295
504928332;41.18611;-8.301514;-0.1448887;0.7188333
504928333;41.18628;-8.301831;-0.1448943;0.7188362
504928334;41.1865;-8.301986;-0.144897;0.71884
504928335;41.18671;-8.302089;-0.1448988;0.7188437
504928336;41.18698;-8.302398;-0.1449042;0.7188484
504928337;41.18732;-8.302587;-0.1449075;0.7188543
504928338;41.18747;-8.302861;-0.1449123;0.7188569
504928328;41.18499;-8.300434;-0.1448699;0.7188137
504941364;41.1852;-8.300486;-0.1448708;0.7188174
504941422;41.18521;-8.29663;-0.1448035;0.7188175
504941428;41.18517;-8.297085;-0.1448115;0.7188169
504941454;41.1852;-8.300012;-0.1448625;0.7188174
504941473;41.18432;-8.299969;-0.1448618;0.718802
504941552;41.18199;-8.29681;-0.1448067;0.7187613
504941557;41.1819;-8.29657;-0.1448025;0.7187598
504941628;41.18265;-8.294708;-0.14477;0.7187729
504947682;41.1832;-8.293368;-0.1447466;0.7187825
504947693;41.18486;-8.291729;-0.144718;0.7188113
504947733;41.18587;-8.292356;-0.1447289;0.718829
504947753;41.1857;-8.294201;-0.1447611;0.7188261
504947757;41.18552;-8.294493;-0.1447662;0.718823
1214431056;41.16698;-8.305349;-0.1449557;0.7184994
275222965;41.19078;-8.301465;-0.1448879;0.7189148
275222966;41.19065;-8.301563;-0.1448896;0.7189125
297319952;41.19046;-8.301652;-0.1448912;0.7189091
1222196519;41.18348;-8.298741;-0.1448404;0.7187873
1222196526;41.18525;-8.299184;-0.1448481;0.7188182
1222196527;41.18517;-8.296329;-0.1447982;0.7188168
1222196528;41.18368;-8.298791;-0.1448412;0.7187908
1222196529;41.18525;-8.298326;-0.1448331;0.7188182
1222196530;41.18446;-8.292234;-0.1447268;0.7188045
1222196531;41.18521;-8.298763;-0.1448407;0.7188175
1222196533;41.18477;-8.300441;-0.14487;0.7188098
